geometry,name,longitude,latitude,amenity_type
POINT (-0.1431015 51.4989784),Pronto a Mangia,-0.1431015,51.4989784,restaurant
POINT (-0.1446491 51.5406973),Camden Diner,-0.1446491,51.5406973,restaurant
POINT (-0.131671 51.5169332),Kikuchi,-0.131671,51.5169332,restaurant
POINT (-0.0761301 51.5409666),Taru,-0.0761301,51.5409666,restaurant
POINT (-0.1889183 51.5019612),Côte Brasserie,-0.1889183,51.5019612,restaurant
POINT (-0.1882594 51.5022675),Fouberts,-0.1882594,51.5022675,restaurant
POINT (-0.1874698 51.5021632),Zaika,-0.1874698,51.5021632,restaurant
POINT (-0.1848227 51.5017242),Brunello Bar and Restaurant,-0.1848227,51.5017242,restaurant
POINT (-0.114262 51.5700857),Jai Krishna,-0.114262,51.5700857,restaurant
POINT (-0.1136177 51.5698146),Il Picolo Diavolo,-0.1136177,51.5698146,restaurant
POINT (-0.1128017 51.5694564),Pappagone,-0.1128017,51.5694564,restaurant
POINT (-0.1125006 51.5693235),The Chippy,-0.1125006,51.5693235,restaurant
POINT (-0.1123093 51.569247),Luna Llena,-0.1123093,51.569247,restaurant
POINT (-0.1051425 51.5646341),Nigerian Kitchen,-0.1051425,51.5646341,restaurant
POINT (-0.1051818 51.5647332),Dotori,-0.1051818,51.5647332,restaurant
POINT (-0.1043561 51.5778051),La Viña,-0.1043561,51.5778051,restaurant
POINT (-0.2052654 51.4195848),Bill's,-0.2052654,51.4195848,restaurant
POINT (-0.1292936 51.5140094),Salsa!,-0.1292936,51.5140094,restaurant
POINT (-0.129956 51.5153476),Apricot,-0.129956,51.5153476,restaurant
POINT (-0.2130946 51.5546425),The Shannon,-0.2130946,51.5546425,restaurant
POINT (-0.2128252 51.5548127),Zeytoon,-0.2128252,51.5548127,restaurant
POINT (-0.2124647 51.5545352),84 West Brasserie & Grill,-0.2124647,51.5545352,restaurant
POINT (-0.2126432 51.5540877),Vali's Four Seasons,-0.2126432,51.5540877,restaurant
POINT (-0.2121643 51.5542397),Top Wok,-0.2121643,51.5542397,restaurant
POINT (-0.2124788 51.5539721),Milad,-0.2124788,51.5539721,restaurant
POINT (-0.2120524 51.5541157),Khana,-0.2120524,51.5541157,restaurant
POINT (-0.2120184 51.5540763),Lininiya,-0.2120184,51.5540763,restaurant
POINT (-0.2116698 51.5537385),Mango Grills,-0.2116698,51.5537385,restaurant
POINT (-0.2116543 51.5533076),D'Den,-0.2116543,51.5533076,restaurant
POINT (-0.2116176 51.5532813),Persia Restaurant,-0.2116176,51.5532813,restaurant
POINT (-0.2111705 51.5533273),Taste of Lahore,-0.2111705,51.5533273,restaurant
POINT (-0.2106267 51.5525452),Abyssinia,-0.2106267,51.5525452,restaurant
POINT (-0.2105514 51.5524925),Villa Carioca,-0.2105514,51.5524925,restaurant
POINT (-0.3739016 51.6079735),Social Dhaba,-0.3739016,51.6079735,restaurant
POINT (-0.1223238 51.5317695),Bar + Block,-0.1223238,51.5317695,restaurant
POINT (-0.1421738 51.4938754),Giraffe,-0.1421738,51.4938754,restaurant
POINT (-0.2134653 51.4092057),Raka Indian Cuisine,-0.2134653,51.4092057,restaurant
POINT (0.0160931 51.4059389),Franco Manca,0.0160931,51.4059389,restaurant
POINT (0.0159352 51.4015111),ETNA,0.0159352,51.4015111,restaurant
POINT (0.0135717 51.4059532),The Diners Inn,0.0135717,51.4059532,restaurant
POINT (0.0129164 51.4063105),Toast,0.0129164,51.4063105,restaurant
POINT (0.0127882 51.4063824),Mixta,0.0127882,51.4063824,restaurant
POINT (0.0126483 51.4064546),Bowl O Pho,0.0126483,51.4064546,restaurant
POINT (0.0121023 51.4068222),Blue Harbour,0.0121023,51.4068222,restaurant
POINT (0.0118947 51.4069899),Mount Everest,0.0118947,51.4069899,restaurant
POINT (0.0127907 51.4066506),Sanxia Chinese Restaurant & Bar,0.0127907,51.4066506,restaurant
POINT (0.01358 51.4062184),Havet,0.01358,51.4062184,restaurant
POINT (0.0158506 51.4065313),Miso,0.0158506,51.4065313,restaurant
POINT (0.0162281 51.4073689),Cow And Pig,0.0162281,51.4073689,restaurant
POINT (0.0163788 51.407598),Aqua Bar & Grill,0.0163788,51.407598,restaurant
POINT (0.0166475 51.4074549),Carved Dive,0.0166475,51.4074549,restaurant
POINT (0.0165169 51.4073528),Nam Thai,0.0165169,51.4073528,restaurant
POINT (0.0162365 51.407024),New India,0.0162365,51.407024,restaurant
POINT (0.0153238 51.4067076),Treasure Of China,0.0153238,51.4067076,restaurant
POINT (0.0170229 51.4008597),Olive Tree Cafe,0.0170229,51.4008597,restaurant
POINT (-0.1223523 51.5115385),Ladurée,-0.1223523,51.5115385,restaurant
POINT (-0.2182473 51.4251481),Carluccio's,-0.2182473,51.4251481,restaurant
POINT (-0.2185676 51.42519),Giggling Squid,-0.2185676,51.42519,restaurant
POINT (-0.219229 51.425311),Cent Anni,-0.219229,51.425311,restaurant
POINT (-0.2170882 51.4261139),The Fire Stables,-0.2170882,51.4261139,restaurant
POINT (-0.2163353 51.3566456),Prezzo,-0.2163353,51.3566456,restaurant
POINT (0.0591447 51.3968319),Bickley Manor Hotel and Restaurant,0.0591447,51.3968319,restaurant
POINT (-0.3046345 51.5119589),Turtle Bay,-0.3046345,51.5119589,restaurant
POINT (-0.1217419 51.5309272),Camino,-0.1217419,51.5309272,restaurant
POINT (-0.034469 51.53181),Roman Tandoori,-0.034469,51.53181,restaurant
POINT (-0.1502349 51.5400274),Michael Nadra,-0.1502349,51.5400274,restaurant
POINT (-0.0912889 51.4942989),Wabi Shebele,-0.0912889,51.4942989,restaurant
POINT (-0.1666212 51.4606721),Banana Tree,-0.1666212,51.4606721,restaurant
POINT (-0.166765 51.4606144),Nando's,-0.166765,51.4606144,restaurant
POINT (-0.1658306 51.4609121),Hana,-0.1658306,51.4609121,restaurant
POINT (-0.1668156 51.4599463),Buona Sera,-0.1668156,51.4599463,restaurant
POINT (-0.1063447 51.5041675),EV,-0.1063447,51.5041675,restaurant
POINT (-0.0983889 51.4920367),Dragon Castle,-0.0983889,51.4920367,restaurant
POINT (-0.1646164 51.4875453),Ziani,-0.1646164,51.4875453,restaurant
POINT (-0.1654071 51.48902),PizzaExpress,-0.1654071,51.48902,restaurant
POINT (-0.159321 51.4910983),Saatchi Gallery Bar & Brasserie,-0.159321,51.4910983,restaurant
POINT (-0.1591235 51.4911785),Manicomio,-0.1591235,51.4911785,restaurant
POINT (-0.1581178 51.4917334),Comptoir Libanais,-0.1581178,51.4917334,restaurant
POINT (-0.2313713 51.5016548),Rajput,-0.2313713,51.5016548,restaurant
POINT (-0.1326509 51.5157962),Govinda's,-0.1326509,51.5157962,restaurant
POINT (-0.1948723 51.5072426),Kensington Wine Rooms,-0.1948723,51.5072426,restaurant
POINT (0.2192013 51.5626846),Nando's,0.2192013,51.5626846,restaurant
POINT (-0.1593999 51.5139056),Prezzo,-0.1593999,51.5139056,restaurant
POINT (-0.1597282 51.5140455),Spaghetti House,-0.1597282,51.5140455,restaurant
POINT (-0.1612886 51.5148834),Vinoteca Marylebone,-0.1612886,51.5148834,restaurant
POINT (-0.1585511 51.5156197),La Masseria,-0.1585511,51.5156197,restaurant
POINT (-0.158251 51.5149549),Zayna,-0.158251,51.5149549,restaurant
POINT (-0.1580496 51.5150584),Red Sun,-0.1580496,51.5150584,restaurant
POINT (-0.1414978 51.5134245),Patara - Oxford Circus,-0.1414978,51.5134245,restaurant
POINT (-0.1472742 51.498271),The Mango Tree,-0.1472742,51.498271,restaurant
POINT (-0.1509327 51.5098163),Scott's,-0.1509327,51.5098163,restaurant
POINT (-0.1518022 51.5099653),Richoux,-0.1518022,51.5099653,restaurant
POINT (-0.1552951 51.5100947),Corrigans,-0.1552951,51.5100947,restaurant
POINT (-0.1084984 51.5266687),Double Dragon,-0.1084984,51.5266687,restaurant
POINT (-0.1098199 51.5258703),Kolossi Grill,-0.1098199,51.5258703,restaurant
POINT (-0.2251599 51.5028247),Kush 1070 BC,-0.2251599,51.5028247,restaurant
POINT (-0.2249107 51.5026169),Ho-Ja,-0.2249107,51.5026169,restaurant
POINT (-0.1435405 51.5070931),Langan's Brasserie,-0.1435405,51.5070931,restaurant
POINT (-0.0266306 51.40774),Miso,-0.0266306,51.40774,restaurant
POINT (-0.1413215 51.510005),Peyote,-0.1413215,51.510005,restaurant
POINT (-0.1398138 51.5111738),Momo north-African & Mediterranean,-0.1398138,51.5111738,restaurant
POINT (-0.025217 51.4101897),imm Thai Fusion,-0.025217,51.4101897,restaurant
POINT (-0.2251765 51.5898675),Dil Tandoori,-0.2251765,51.5898675,restaurant
POINT (-0.2240812 51.5898894),Kaifeng,-0.2240812,51.5898894,restaurant
POINT (-0.2222959 51.5896892),Iskele,-0.2222959,51.5896892,restaurant
POINT (-0.2226446 51.5899992),Jun,-0.2226446,51.5899992,restaurant
POINT (-0.1118344 51.6017625),Nexx Level,-0.1118344,51.6017625,restaurant
POINT (-0.110668 51.5986555),Brown Eagle,-0.110668,51.5986555,restaurant
POINT (-0.1103695 51.598082),Paramount,-0.1103695,51.598082,restaurant
POINT (-0.1092322 51.5973377),Fryer's Delight,-0.1092322,51.5973377,restaurant
POINT (-0.097064 51.5275622),Fish Central,-0.097064,51.5275622,restaurant
POINT (-0.1838594 51.4990881),Jakobs,-0.1838594,51.4990881,restaurant
POINT (-0.1511296 51.5134103),Spaghetti House,-0.1511296,51.5134103,restaurant
POINT (-0.1511754 51.5134993),Joury,-0.1511754,51.5134993,restaurant
POINT (-0.1510385 51.5123537),Maze,-0.1510385,51.5123537,restaurant
POINT (-0.1533387 51.5132205),Saltie Girl,-0.1533387,51.5132205,restaurant
POINT (-0.1359965 51.5113507),Kiln,-0.1359965,51.5113507,restaurant
POINT (0.0176019 51.5201728),Jol Sagar,0.0176019,51.5201728,restaurant
POINT (0.0183536 51.5201684),Pearl City,0.0183536,51.5201684,restaurant
POINT (-0.1100482 51.5684366),Petek,-0.1100482,51.5684366,restaurant
POINT (-0.1103915 51.5686345),Nando's,-0.1103915,51.5686345,restaurant
POINT (-0.1689112 51.4933135),Claude Bosi at Bibendum,-0.1689112,51.4933135,restaurant
POINT (-0.1676682 51.4929063),Gaucho,-0.1676682,51.4929063,restaurant
POINT (-0.0757317 51.5212872),Delamina East,-0.0757317,51.5212872,restaurant
POINT (-0.070557 51.5252559),Maida,-0.070557,51.5252559,restaurant
POINT (-0.0706488 51.525465),Yanji BBQ,-0.0706488,51.525465,restaurant
POINT (-0.0703133 51.5253657),Tas Firin,-0.0703133,51.5253657,restaurant
POINT (-0.0218839 51.5042192),No 35 Mackenzie Walk,-0.0218839,51.5042192,restaurant
POINT (-0.023683 51.504555),Amerigo Vespucci,-0.023683,51.504555,restaurant
POINT (-0.0817795 51.5003181),Caphe House,-0.0817795,51.5003181,restaurant
POINT (-0.0802056 51.4975964),Lokma,-0.0802056,51.4975964,restaurant
POINT (-0.1571901 51.5127656),Boisdale of Mayfair,-0.1571901,51.5127656,restaurant
POINT (-0.2147169 51.3581233),Cheam Charcoal Grill,-0.2147169,51.3581233,restaurant
POINT (-0.0664925 51.5172361),Baraka Eatery,-0.0664925,51.5172361,restaurant
POINT (-0.3077667 51.406987),Nando's,-0.3077667,51.406987,restaurant
POINT (-0.3083069 51.4093894),Brown's,-0.3083069,51.4093894,restaurant
POINT (-0.0602237 51.4314247),Hibagon Sushi and Grill,-0.0602237,51.4314247,restaurant
POINT (-0.100962 51.477472),New Dewaniam,-0.100962,51.477472,restaurant
POINT (-0.2159771 51.3566861),The Star,-0.2159771,51.3566861,restaurant
POINT (-0.2159557 51.3564818),Lal Akash,-0.2159557,51.3564818,restaurant
POINT (-0.21691 51.3577814),PizzaExpress,-0.21691,51.3577814,restaurant
POINT (-0.1544456 51.4410743),Gurkhas,-0.1544456,51.4410743,restaurant
POINT (-0.0965593 51.4991612),Hungry Bears,-0.0965593,51.4991612,restaurant
POINT (-0.1479994 51.5125491),Fera at Claridge's,-0.1479994,51.5125491,restaurant
POINT (-0.1754374 51.4849308),Bluebird,-0.1754374,51.4849308,restaurant
POINT (-0.1750486 51.4847143),New Culture Revolution,-0.1750486,51.4847143,restaurant
POINT (-0.1719504 51.4861524),Made in Italy,-0.1719504,51.4861524,restaurant
POINT (-0.1709939 51.4865129),My Old Dutch,-0.1709939,51.4865129,restaurant
POINT (-0.289626 51.5174028),Villa Toscana,-0.289626,51.5174028,restaurant
POINT (-0.1039421 51.5366241),Oregano,-0.1039421,51.5366241,restaurant
POINT (-0.2908579 51.5174892),Momo,-0.2908579,51.5174892,restaurant
POINT (-0.097685 51.539574),,-0.097685,51.539574,restaurant
POINT (-0.1038519 51.5349435),Fantuan,-0.1038519,51.5349435,restaurant
POINT (-0.1382964 51.5057653),Avenue,-0.1382964,51.5057653,restaurant
POINT (-0.1470176 51.4958427),Santini,-0.1470176,51.4958427,restaurant
POINT (-0.1480744 51.4949379),Ken Lo's Memories of China,-0.1480744,51.4949379,restaurant
POINT (-0.1713439 51.5180687),Fantasia Palace,-0.1713439,51.5180687,restaurant
POINT (-0.1502046 51.4460129),Gazette,-0.1502046,51.4460129,restaurant
POINT (-0.1941297 51.5152505),Côte,-0.1941297,51.5152505,restaurant
POINT (-0.191078 51.5153824),Nando's,-0.191078,51.5153824,restaurant
POINT (-0.1890529 51.5156337),Khan's,-0.1890529,51.5156337,restaurant
POINT (-0.1895894 51.5155659),Sadaf,-0.1895894,51.5155659,restaurant
POINT (-0.1622068 51.5147599),Sidi Maarouf,-0.1622068,51.5147599,restaurant
POINT (-0.1627237 51.5151279),Maroush,-0.1627237,51.5151279,restaurant
POINT (-0.1649671 51.5166471),Mahal,-0.1649671,51.5166471,restaurant
POINT (-0.1663181 51.5177837),Salwa Restaurant,-0.1663181,51.5177837,restaurant
POINT (-0.1667738 51.5178913),Freej Swaileh,-0.1667738,51.5178913,restaurant
POINT (-0.1662356 51.5178348),Patogh Restaurant,-0.1662356,51.5178348,restaurant
POINT (-0.1223495 51.5988761),Methi Restaurant,-0.1223495,51.5988761,restaurant
POINT (-0.0725497 51.515797),Charlie's Corner,-0.0725497,51.515797,restaurant
POINT (-0.1804351 51.5192644),Pearl Liang,-0.1804351,51.5192644,restaurant
POINT (-0.1888896 51.5183995),The Bengal,-0.1888896,51.5183995,restaurant
POINT (-0.1800119 51.5196339),Massis,-0.1800119,51.5196339,restaurant
POINT (-0.1039336 51.4331228),Lal Baag,-0.1039336,51.4331228,restaurant
POINT (-0.1041282 51.4349512),Efe's Restaurant,-0.1041282,51.4349512,restaurant
POINT (-0.1060598 51.4398476),Restaurante Castelo,-0.1060598,51.4398476,restaurant
POINT (-0.1245485 51.580731),Geographical Indications,-0.1245485,51.580731,restaurant
POINT (-0.1242345 51.5805979),Dragon,-0.1242345,51.5805979,restaurant
POINT (-0.0667234 51.5972707),Adana Sofrasi,-0.0667234,51.5972707,restaurant
POINT (-0.0697336 51.5914737),The Garden House,-0.0697336,51.5914737,restaurant
POINT (-0.1506123 51.4446554),Harrison's,-0.1506123,51.4446554,restaurant
POINT (-0.1491423 51.4416559),Caminata,-0.1491423,51.4416559,restaurant
POINT (-0.2099336 51.4695325),Pure Indian Cooking,-0.2099336,51.4695325,restaurant
POINT (-0.1875875 51.5135402),Bella Italia,-0.1875875,51.5135402,restaurant
POINT (-0.1875569 51.5133401),Gold Mine,-0.1875569,51.5133401,restaurant
POINT (-0.1875454 51.5132665),Halal Restaurant,-0.1875454,51.5132665,restaurant
POINT (-0.1874783 51.51291),Four Seasons,-0.1874783,51.51291,restaurant
POINT (-0.1873322 51.5119269),Maharaja,-0.1873322,51.5119269,restaurant
POINT (-0.1873281 51.5118787),Mamma Mia,-0.1873281,51.5118787,restaurant
POINT (-0.1871472 51.5115602),Pizza Pilgrims,-0.1871472,51.5115602,restaurant
POINT (-0.1874197 51.5111383),Casa Mia,-0.1874197,51.5111383,restaurant
POINT (-0.1869022 51.510795),Mandarin Kitchen,-0.1869022,51.510795,restaurant
POINT (-0.1615256 51.4859359),Maze Grill,-0.1615256,51.4859359,restaurant
POINT (-0.0909682 51.5048353),Katzenjammers Bavarian Bierkeller,-0.0909682,51.5048353,restaurant
POINT (-0.1744965 51.4941297),Brother Marcus,-0.1744965,51.4941297,restaurant
POINT (-0.2604378 51.6170384),The Jolly Badger,-0.2604378,51.6170384,restaurant
POINT (-0.1927302 51.5153936),Farmacy,-0.1927302,51.5153936,restaurant
POINT (-0.30222 51.587073),Blue Ginger,-0.30222,51.587073,restaurant
POINT (-0.1160324 51.5049229),The Archduke,-0.1160324,51.5049229,restaurant
POINT (-0.0511268 51.426242),Gurkhas,-0.0511268,51.426242,restaurant
POINT (-0.0996143 51.4955682),Nando's,-0.0996143,51.4955682,restaurant
POINT (-0.1662212 51.4593416),East Street by Tampopo,-0.1662212,51.4593416,restaurant
POINT (-0.1443366 51.5061753),HIDE,-0.1443366,51.5061753,restaurant
POINT (-0.149046 51.5038718),Hard Rock Cafe,-0.149046,51.5038718,restaurant
POINT (-0.1181531 51.5011784),Westminster Kitchen Grill House,-0.1181531,51.5011784,restaurant
POINT (-0.1177239 51.5022577),Troia,-0.1177239,51.5022577,restaurant
POINT (-0.1092101 51.5017722),Waterloo Bar + Kitchen,-0.1092101,51.5017722,restaurant
POINT (-0.1117916 51.5040397),Caprini,-0.1117916,51.5040397,restaurant
POINT (-0.1059391 51.5199572),TAS,-0.1059391,51.5199572,restaurant
POINT (0.0085621 51.4650975),Artis Restaurant & Bar,0.0085621,51.4650975,restaurant
POINT (-0.1307961 51.527096),Prezzo,-0.1307961,51.527096,restaurant
POINT (-0.0907239 51.5278504),Bavarian Beerhouse,-0.0907239,51.5278504,restaurant
POINT (-0.1359536 51.5194121),Icco,-0.1359536,51.5194121,restaurant
POINT (-0.1206359 51.5105048),Simpson's-in-the-Strand,-0.1206359,51.5105048,restaurant
POINT (-0.0984783 51.4948267),La Fogata,-0.0984783,51.4948267,restaurant
POINT (-0.1265922 51.507428),Prezzo,-0.1265922,51.507428,restaurant
POINT (-0.1031097 51.5357099),Afghan Kitchen,-0.1031097,51.5357099,restaurant
POINT (-0.1504349 51.5188893),Naroon,-0.1504349,51.5188893,restaurant
POINT (-0.1048069 51.4983786),Chillies,-0.1048069,51.4983786,restaurant
POINT (-0.1016776 51.5363119),Meat People,-0.1016776,51.5363119,restaurant
POINT (-0.3053997 51.5073791),Butler's Thai,-0.3053997,51.5073791,restaurant
POINT (-0.3054191 51.5074395),Tiramisu,-0.3054191,51.5074395,restaurant
POINT (-0.102945 51.536593),Noci,-0.102945,51.536593,restaurant
POINT (-0.2186266 51.505827),Sixes,-0.2186266,51.505827,restaurant
POINT (-0.1356706 51.4948317),The Vincent Rooms,-0.1356706,51.4948317,restaurant
POINT (-0.183577 51.4987455),Da Mario,-0.183577,51.4987455,restaurant
POINT (-0.1100541 51.5247707),Quality Chop House,-0.1100541,51.5247707,restaurant
POINT (-0.1035577 51.5226758),The Zetter,-0.1035577,51.5226758,restaurant
POINT (-0.1409747 51.514691),Amalfi,-0.1409747,51.514691,restaurant
POINT (-0.1937174 51.5138309),Hereford Road Restaurant,-0.1937174,51.5138309,restaurant
POINT (-0.1937919 51.5141021),Sinuhe persian Tapas Bar,-0.1937919,51.5141021,restaurant
POINT (-0.1938098 51.5141609),Aphrodite Taverna,-0.1938098,51.5141609,restaurant
POINT (-0.1937323 51.5138877),Hafez,-0.1937323,51.5138877,restaurant
POINT (-0.1939946 51.5149041),Moroccan Sahara Restaurant,-0.1939946,51.5149041,restaurant
POINT (-0.1937242 51.5148542),Durbar,-0.1937242,51.5148542,restaurant
POINT (-0.189012 51.50247),Wagamama,-0.189012,51.50247,restaurant
POINT (-0.1413059 51.5151074),Angus Steak Houses,-0.1413059,51.5151074,restaurant
POINT (0.016029 51.4061226),Nando's,0.016029,51.4061226,restaurant
POINT (0.0161748 51.4061361),Zizzi,0.0161748,51.4061361,restaurant
POINT (-0.335322 51.580184),LOKMA,-0.335322,51.580184,restaurant
POINT (-0.107624 51.502764),Olivelli,-0.107624,51.502764,restaurant
POINT (-0.1109605 51.5015282),Cubana,-0.1109605,51.5015282,restaurant
POINT (-0.1109812 51.501757),La Barca,-0.1109812,51.501757,restaurant
POINT (-0.1140982 51.4995269),Ha-Noi,-0.1140982,51.4995269,restaurant
POINT (-0.1127519 51.4988053),Cotto,-0.1127519,51.4988053,restaurant
POINT (-0.1120632 51.4970969),Cafe Ishaq,-0.1120632,51.4970969,restaurant
POINT (-0.1117837 51.4959251),Seveni,-0.1117837,51.4959251,restaurant
POINT (-0.113916 51.4994264),Duke Thai Restaurant,-0.113916,51.4994264,restaurant
POINT (-0.117893 51.501583),Locale,-0.117893,51.501583,restaurant
POINT (-0.1186688 51.5010382),Aji Zen Canteen,-0.1186688,51.5010382,restaurant
POINT (-0.144 51.5224808),Ibérica,-0.144,51.5224808,restaurant
POINT (-0.114644 51.5043933),Azzurro,-0.114644,51.5043933,restaurant
POINT (-0.0931178 51.5247692),Bengal Tiger,-0.0931178,51.5247692,restaurant
POINT (-0.0986838 51.5237038),Breddos,-0.0986838,51.5237038,restaurant
POINT (-0.123717 51.6066206),,-0.123717,51.6066206,restaurant
POINT (-0.132131 51.5092482),Steak & Co.,-0.132131,51.5092482,restaurant
POINT (-0.1322129 51.5094198),PizzaExpress,-0.1322129,51.5094198,restaurant
POINT (-0.1312982 51.5083084),Brumus,-0.1312982,51.5083084,restaurant
POINT (-0.1256931 51.5093476),Barrafina,-0.1256931,51.5093476,restaurant
POINT (-0.1076987 51.5005383),Masters Super Fish,-0.1076987,51.5005383,restaurant
POINT (-0.1117631 51.5038901),Fishcotheque,-0.1117631,51.5038901,restaurant
